Question,Answer,Category,polarity
这个洗面奶用着会过敏吗,之前店里买的，洗是很好洗，而且因为怀孕了，这款用的放心，这次第一次网上买，还没用,不良反应,0
有没有用着起头屑的。我怎么用这个起头皮屑了。,不起头皮屑就是洗完头发有点干,不良反应,0
这款早晨适合用吗？,适合啊,适用性,1
这款去油效果如何？会生痘吗？我T区出油挺厉害。不知是否适合。,洗面奶我用着还可以,效果,0
用了这款洗头掉发多的有吗,我洗了掉发严重,不良反应,-1
这一款的质地多吗，容易清洗不，之前都是用绿色溪谷的花瓣沐浴露,挺好,质地,1
这个能去麦粒肿脂肪粒啥的吗,不能。有的用完不去痘反而长痘和闭口,功能,-1
控油嘛这个,可以,功能,1
中性肤质可以用吗,感觉挺好的,适用性,1
头皮多有效吗？,还可以,效果,0
可以去屑吗,可以，,功能,1
这个用完很干吗？夏天去汗如何？,还不错洗完比较干,不良反应,0
这个洗发水能防脱发吗,可以防脱,功能,1
洗完会不会很duang？,不会,效果,-1
男女通用么？,真是无语了,适用性,0
这产品怎样,味道很棒,效果,1
油性头发可以用吗？去屑效果好吗？,好啊,效果,1
这个用完了，是不是觉得身上凉凉的,好舒服，有少少凉凉的,效果,1
十二岁的初中生可以用吗，我想买给我女儿，不知道行不行,可以，这种氨基酸洗面奶比较温和,适用性,1
集美们你们收到货的洗面奶上面有封口吗？？？,不是集美。我是兄弟。没有封口,包装,-1
这款洗面奶清爽洗的干净吗,还可以吧,清洁力,0
去痘印效果怎么样,还行,效果,0
这款洗面奶有没有一股味道，挺大的，不好闻？,没有,味道,1
去屑止痒效果好不好？头皮很容易痒，挑好了澳雪山茶花沐浴露，还差个洗发水下单,我也是因为夏天容易痒买的，但是洗完头发确实不太顺滑,效果,-1
各位大佬，请问洗完头皮感觉辣不辣？,不会，很舒服的,不良反应,1
这款产品留香可以留多久？有谁用过吗，，麻烦告诉一下，，谢谢,一天一洗，够用～,效果,0
13岁能用吗,能吧我们6岁,适用性,0
除螨效果好吗,挺好的,效果,1
这个起泡快吗？,挺快的.一点点就很多泡泡预计一支能用几个月,质地,1
真的有效吗？,用了，没有像广告那么效果好,效果,0
洗完会痒吗？？？,痒,不良反应,-1
这款用久了会不会有不好的效果,那就看个人啦,不良反应,0
现在虚假广告没人管吗？用了2个月一点用没有，该痒还是痒，手臂背上小颗粒一点没改善,好像有那么一点点用,效果,0
控油吗,控的,功能,1
女士可以用吗？,就是女士用的,适用性,1
这个瓶有锡纸膜吗？是半瓶吗？有谁知道,没有锡纸膜,包装,-1
能加速长头发吗?,估计不行，一款不错的洗发水，去屑去油，对掉头发也有改善。,功能,-1
有泡沫么,有的，还算丰富,质地,1
可以直接卸隔离么,不可以的，对于隔离霜应先用卸妆乳或者卸妆水或者卸妆油，再用洗面霜清洁。,清洁力,-1
我怎么用了长头屑呢,好用,不良反应,1
这个沐浴露可以洗头吗,又不是买不起洗发水,功能,0
为什么感觉盖子做工好差啊??跟超市买的感觉不一样,还好,包装,0
适合男生用吗,可用,适用性,1
这款混油皮能用吗，t区能不能洗干净,我也是混油，感觉还可以，而且不假滑不拔干,适用性,0
沐浴露干燥吗？会不会假滑,还行,不良反应,0
防脱吕有效果吗？,才用一个月，感觉好像干了那么一丢丢,效果,0
这个油性皮肤。脸上经常长痘可以用吗？,清洁不是很干净,适用性,-1
头发特别干适合用吗,这个是控油的，干性头发用滋润的吧,适用性,-1
我怎么用了长头屑呢,之前没有，用了这个后头屑跟下雪一样,不良反应,-1
这个洗面奶瓶口是有密封的吗,没,包装,-1
沐浴露好冲洗吗？,好用，洗完澡凉凉的,易冲洗,1
你们用这款产品泡泡多吗？我买了用没有什么泡泡感觉买到假货似的呢？,有泡泡,质地,0
留香可以留多久？,我感觉留香不久，洗的时候香，出来一会儿就没什么味道了,效果,-1
控油效果一般可以持续几天,油头估计就一天,效果,0
男生这款好用不，不是女用吗,男女通用,适用性,1
孕妇可以用这款吗,可以！很温和的,适用性,1
这款会不会洗完很干,还好,不良反应,0
洗完会滑滑的吗,不会，很干净,易冲洗,1
这牌子的洗面奶持久控油效果怎么样？,好用，一直用。我大油田。,效果,1
包装盒里面没有一张产品说明书，是真货？,你看看盒子背面;;,认证产品,0
这款的止痒效果怎么样？,不错,效果,1
之前一次性买了五只，最近打开一直先蹦出一些透明的粘粘的液体，是什么情况？,没有遇到,质量,1
头皮痒用这款有用吗,有用,效果,1
好用不,不错，一直都用这个,效果,1
可以生发吗,可以预防脱发吧，生发是基本不可能的,功能,-1
小孩头皮多可以用吗,可以,适用性,1
干皮用了会不会干,不会,不良反应,1
这个洗了香吗？,挺香的。,味道,1
我看网上评论说这牌子的沐浴露太香了，真的很香吗？,是很香，打算用完要换了,味道,1
这款会不会脱发,还行,不良反应,0
这款好用吗？？,还行,效果,0
大油头可以用吗？,适合油性发质，用完很清爽舒服,适用性,1
留香吗用了不掉头发吧,留香，但有点掉发,效果,1
有没有用过几次后出头皮屑，为什么我用了之后又痒又出头屑，之前没有头屑的,没，但是有长痘,不良反应,-1
每天要洗头的烦恼，之前用了美王生姜洗发水，效果蛮好的很蓬松，但都说要过段时间缓缓，不知道这款怎么样？,少用点洗发水,效果,0
你好，请问一下这洗面奶适合我油性皮肤使用？,不适合，你要是不相信，洗洗看，越洗越油，毛孔闭塞，逗逗马上出来,适用性,-1
买过的亲洗面奶有锡纸封口吗,没有的，实体店买的也没有,包装,-1
是正品吗？和超市里一样吗？,正品，应该一样的,认证产品,1
掉发可以用吗,可以用，用完很清爽,适用性,1
请问男生用起来怎么样,男女都可以,适用性,1
好清洁吗？会不会滑溜溜的,会,易冲洗,-1
头皮屑多不,有点效果没想像的那么安逸,不良反应,0
请问大家啫喱会假滑吗,我用了没有这个情况,易冲洗,1
有用完起头皮削的么？,本来没有头皮屑，用完反而有了,不良反应,-1
清热解暑怎么样？,还不错，挺好的,效果,1
去屑效果明显吗？,一般般,效果,0
去屑可以吗,这还起头屑呢,功能,-1
适不适合35岁用,这都可以,适用性,1
是不是头发洗没了就没有头皮屑了？,看个人发质，有明显减少,功能,1
刺激眼睛吗,挺好用的,不良反应,1
后背上小豆豆能去掉吗？,我也刚买刚用一次。,功能,0
出沫多吗还是啫喱状不出泡沫,这个出沫还是蛮多的，香味有点大。,质地,1
这款香气，男人可以用吗？,香味不是很浓，可以用,适用性,1
男人可以用吗,肯定可以用啊,适用性,1
洗完会不会比较干涩？,还可以，不干,不良反应,1
香味怎么样,很好！,味道,1
难能告诉我这款沐浴露品质怎么样？浴后什么感觉？留香持久吗？,很好。,味道,1
用的头会痒吗，有没有头屑,不痒，没有头屑,不良反应,1
为什么我用沙宣掉发还巨痒,我用着挺好,不良反应,1
容易冲洗干净吗,洗完黏糊糊的,易冲洗,-1
都没有封口也没有外面盒用塑料封上？,包装盒上有吧,包装,1
控油怎样，这款,一般吧;..这又不是控油洗发水,效果,0
起泡丰富吗，好不好冲洗？,泡沫很丰富也很好冲洗很好用哦,质地,1
男生能用吗,能，而且好用,适用性,1
就我一个用了胸前长痘吗？？？,我用的还好，没见,不良反应,1
洗完后皮肤干吗？谢谢,不会，泡沫丰富，冲洗容易。,不良反应,1
为什么我用完这个沐浴露全身过敏？孕妇不能用？,过敏原因很多，沐浴露一般不会过敏,不良反应,0
是不是正品啊,是正品我家小孩说好用,认证产品,1
请问红石榴款洗完会假滑/很干吗，好不好冲洗呢,好冲洗，不干很好用,易冲洗,1
包装可不可以做好点？,挺好的,包装,1
洗头要掉好多头发,这个感觉比其他的少，对比么尚，我觉得滋源更好,不良反应,1
控油效果怎么样？油头可以用吗,控油不控油先不说，这越洗头皮屑越大，大到你害怕,效果,-1
味道咋样,粉色那瓶不好闻,味道,-1
问一下大家？防脱的这款洗发水用过的家人们感觉咋样？有效果吗？急急急我是女的,说是一个星期后有效果，我现在还脱,效果,-1
男生能用吗,可以，男生用还特好用呢，这个款式,适用性,1
是男士的吗,都可以用啊,适用性,1
泡沫会不会很多啊，不然难冲洗,就是泡沫型的，按出来就是泡沫，我觉得比之前用的贝亲液体的那种好冲洗,质地,1
买两瓶能优惠吗,有啊！现在有活动啊！,价格,1
你好，有折扣打吗？还有赠品没。,有的,赠品,1
集美们除螨效果好不好？,刚用不久,效果,0
可以去头屑，效果明显吗了,还可以,效果,0
为什么每次用这个头特别辣眼睛？是真的很辣！准确的说应该是刺眼,没感觉,不良反应,0
长不长先不说，防脱效果怎么样啊？,没看出有什么特别效果,效果,-1
用过的亲们，去屑效果究竟咋样？以前用过海飞丝，清扬，飘柔这些去屑都不管用，烦恼。,效果还是挺好的,效果,1
洗完蓬松不,用起来一般,效果,0
为啥我用了脱皮，很紧绷，刚用完那会还有点小痒。这是过敏吗,那可能是过敏，每个人的肤质不一样，用的效果也不一样,不良反应,0
听好多人说用了长闭口，是真的吗？,挺不错的啊,不良反应,1
头发粗硬，自然卷，这个好用吗,用着还可以,效果,0
洗澡用了干不干燥？,主要看你是否干性皮肤稍干，中油性肌肤使用最好。味道好淡淡清香。,不良反应,0
多年前一直用沙宣的洁净去油那种，后来停产了。现在这款去油控油效果到底怎么样啊？,头屑很多，这一款太差劲了,效果,-1
洗发水质量怎么样，头皮屑多么,不多，质量还行,不良反应,0
这个洗面奶的味道就我一个人闻着想吐吗？洗的还可以，味道我怎么理解不了。,用久了就没味道了,味道,0
用这款洗发水，掉发能减少吗,不能,功能,-1
洗完头发头皮痒不痒？,不痒，常年使用。,不良反应,1
那包邮吗？香吗,香，包邮,味道,1
用了阿道夫一头头皮屑这能用吗,感觉不错，可以试试,适用性,1
男生用合适不？会不会有过敏之类的？,可以，我老公也用，全家适用,适用性,1
是正品吗？,自营店，放心哈,认证产品,1
会不会特别滑不好冲洗掉？,没什么味道，很好冲洗，价格便宜，不能期待它像施巴那样，只希望它质量过关是合格品就行,易冲洗,0
孕妇适合吗？,植物的应该适合吧。普通的孕妇都能用的呀,适用性,1
这个可以给小孩子用吗,孩子还是买儿童的比较好,适用性,0
红石榴这款会假滑嘛？,会,易冲洗,-1
后背上小豆豆能去掉吗？,去个蛋??！一点效果没有,功能,-1
去油效果怎么样，控油吗用完之后过几天头发又会很油吗？值得购买吗，求真实回答,不去油，我用了感觉还更油了，还没普通的洗发水去油。,效果,-1
好冲洗吗！有没有假滑感？,好洗,易冲洗,1
这个孕妇可以用吗？,孕妇最好用孕期专用的，反正我孕期没有用这个,适用性,0
控油不咋样，头屑越用越多。你们的效果怎么样？??,不咋样效果，因人而异,效果,-1
长了痘痘很多粉刺这个洗面奶好用吗？,挺不错的挺温和的，我是混油现在用洗完也没有很干，当然每个人的肤质不一样得因人而异,效果,1
这款沐浴露适合冬天用吗？是凉爽型吗？,可以,适用性,1
24年没长过痘，间断用了两三天，每次用完第二天就长闭口，不用就没有了,这款不适合您,不良反应,0
好用吗适合干皮吗,还不错,适用性,0
不小心进眼睛会很痛吗,会很痛,不良反应,-1
